,district,state,year,party,candidatevotes,totalvotes,candidate,national_poll,national_poll_prev,national_poll_delta_subtract,national_poll_delta_divide,previous_party,dem_win_margin_prev,rep_win_margin_prev,margin_signed_minus_prev,margin_signed_divide_prev,margin_unsigned_minus_prev,margin_unsigned_divide_prev,dem_win_prev,rep_win_prev,dem_win,rep_win,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
MO_08_2010,8,MO,2010,republican,128499.0,195999.0,Jo Ann Emerson,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.26156356005289483,0.7143606623354223,-0.45279710228252745,0.36615056489501907,0.45279710228252745,2.73111691166369,0.0,1.0,0.0,1.0,50.1,9.6,11.8,40.0,1.9,10.8,15.6,41.7,11.4,83.6,27.5,2.5,5.7,0.3,14.9,19.8,96200,35288,19.8,0.011533071248647801
MO_09_2010,9,MO,2010,republican,162724.0,210358.0,Blaine Luetkemeyer,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.47487852962635246,0.49994877287756717,-0.025070243251214708,0.9498543758655166,0.025070243251214708,1.0527929600669474,0.0,1.0,0.0,1.0,50.9,12.0,12.0,38.0,2.6,11.5,25.2,37.5,10.7,84.6,21.3,4.4,5.6,0.2,11.6,16.2,135200,41829,12.4,0.024351085744159142
MS_01_2010,1,MS,2010,republican,121074.0,219093.0,Alan Nunelee,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5447129227948176,0.4388483518801133,0.10586457091470436,1.2412326956707471,0.10586457091470436,1.2412326956707471,1.0,0.0,0.0,1.0,51.6,10.4,11.9,36.9,1.4,11.2,17.1,49.0,9.1,86.3,57.2,3.3,7.3,0.2,17.5,20.4,102500,38259,14.2,0.019136066491014746
MS_02_2010,2,MS,2010,democrat,105327.0,171356.0,Bennie G. Thompson,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6905024488817344,0.3094975511182656,0.3810048977634688,2.2310433358417066,0.3810048977634688,2.2310433358417066,1.0,0.0,1.0,0.0,51.8,11.0,12.7,34.4,2.1,13.0,18.8,78.4,6.9,87.5,47.5,3.4,9.1,0.5,20.9,29.8,80000,30547,23.8,0.02027058864658557
MS_03_2010,3,MS,2010,republican,132393.0,194716.0,Gregg Harper,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.37462485588305183,0.6253751441169482,-0.25075028823389633,0.599040207157634,0.25075028823389633,1.6693370295541043,0.0,1.0,0.0,1.0,51.8,10.4,12.8,36.7,1.5,12.2,23.0,32.1,8.6,85.0,52.0,3.5,5.6,0.3,15.6,19.5,97900,38457,14.1,0.01839832246617995
MS_04_2010,4,MS,2010,republican,105613.0,203384.0,Steven Palazzo,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.7453626096744103,0.25463739032558974,0.4907252193488205,2.927153034051124,0.4907252193488205,2.927153034051124,1.0,0.0,0.0,1.0,50.7,10.3,13.3,36.4,2.0,12.2,19.0,50.6,12.2,84.0,50.7,4.3,6.9,0.7,19.1,20.8,115700,40201,15.0,0.02669993575281268
MT_01_2010,1,MT,2010,republican,217696.0,360341.0,Denny Rehberg,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.3242462050322312,0.6414431274693283,-0.3171969224370971,0.5054948617369599,0.3171969224370971,1.9782594754056306,0.0,1.0,0.0,1.0,49.6,9.6,12.2,40.1,2.6,14.2,28.8,28.0,12.5,84.0,11.2,4.6,4.8,0.8,17.3,14.6,181200,42666,9.2,0.020632074218198786
NC_01_2010,1,NC,2010,democrat,103294.0,174161.0,G. K. Butterfield,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.7028267662275632,0.29717323377243676,0.4056535324551265,2.3650406105072017,0.4056535324551265,2.3650406105072017,1.0,0.0,1.0,0.0,52.0,10.3,11.2,39.4,2.0,10.6,13.4,67.5,10.0,85.5,74.4,5.6,9.7,0.5,18.4,25.6,94500,32370,24.9,0.03470372446367045
NC_02_2010,2,NC,2010,republican,93876.0,189774.0,Renee Ellmers,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6692691753510036,0.31271319907516,0.3565559762758436,2.1402012365654772,0.3565559762758436,2.1402012365654772,1.0,0.0,0.0,1.0,50.7,12.3,13.0,34.4,1.8,11.1,18.8,44.8,11.0,83.7,77.0,13.2,7.8,0.7,17.6,19.2,130800,41233,14.9,0.08145702636028901
NC_03_2010,3,NC,2010,republican,143225.0,199304.0,Walter B. Jones,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.34100310406796275,0.6589968959320373,-0.3179937918640745,0.5174578304889779,0.3179937918640745,1.9325246253497375,0.0,1.0,0.0,1.0,49.4,13.4,13.7,35.1,2.2,11.9,23.2,24.0,14.0,80.6,63.1,7.6,6.5,0.6,15.8,14.5,155100,45390,9.5,0.053688909942057814
NC_04_2010,4,NC,2010,democrat,155384.0,271832.0,David E. Price,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6331957741042369,0.36680422589576317,0.2663915482084737,1.726249943162257,0.2663915482084737,1.726249943162257,1.0,0.0,1.0,0.0,51.5,9.6,14.8,35.3,2.4,10.9,51.6,27.3,7.2,81.7,37.6,16.2,6.4,2.4,12.7,12.2,246200,63543,7.0,0.1460934339751404
NC_05_2010,5,NC,2010,republican,140525.0,213287.0,Virginia Foxx,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.4163151567800369,0.5836848432199631,-0.16736968643992617,0.7132533277434232,0.16736968643992617,1.4020264064715693,0.0,1.0,0.0,1.0,51.3,9.2,10.8,40.8,1.5,12.1,23.5,36.2,9.3,89.1,66.8,7.8,7.3,0.4,15.2,17.4,144400,40801,9.5,0.05600599896892722
NC_06_2010,6,NC,2010,republican,156252.0,207759.0,Howard Coble,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.33002719079938525,0.6699728092006147,-0.3399456184012295,0.49259788795482723,0.3399456184012295,2.0300533649297807,0.0,1.0,0.0,1.0,51.4,8.3,11.4,40.2,1.7,10.5,25.7,20.4,10.2,88.8,63.0,9.8,7.5,0.2,15.7,14.9,155500,46040,10.8,0.07299954888592809
NC_07_2010,7,NC,2010,democrat,113957.0,212285.0,Mike McIntyre,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6884435281520193,0.3115564718479807,0.37688705630403857,2.209690988181221,0.37688705630403857,2.209690988181221,1.0,0.0,1.0,0.0,51.2,9.7,12.7,38.7,2.1,12.1,22.9,54.1,11.2,85.7,67.3,8.7,7.6,0.3,18.9,20.8,152600,40171,16.8,0.060310564417195435
NC_08_2010,8,NC,2010,democrat,88776.0,167442.0,Larry Kissell,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5538212734172131,0.4461787265827869,0.1076425468344262,1.2412543234834248,0.1076425468344262,1.2412543234834248,1.0,0.0,1.0,0.0,52.0,9.8,14.5,34.7,2.4,12.7,20.1,46.7,11.5,82.9,65.3,13.4,8.8,1.5,18.3,19.0,130700,41256,16.5,0.09181529912537874
NC_09_2010,9,NC,2010,republican,158790.0,230240.0,Sue Wilkins Myrick,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.358926524581935,0.6237091929011108,-0.2647826683191758,0.5754709545203751,0.2647826683191758,1.7377071634022738,0.0,1.0,0.0,1.0,52.0,7.1,13.6,36.6,1.9,10.3,39.3,22.9,8.9,84.7,48.8,12.5,8.1,1.4,14.1,10.6,202100,59081,8.5,0.10213804983782274
NC_10_2010,10,NC,2010,republican,130813.0,183785.0,Patrick T. McHenry,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.4244906574464022,0.5755093425535978,-0.15101868510719557,0.7375912536239478,0.15101868510719557,1.3557644496010228,0.0,1.0,0.0,1.0,50.9,8.5,11.1,40.4,2.3,11.6,18.5,40.2,9.8,87.3,61.2,7.1,8.8,0.3,16.0,16.5,126100,40262,12.9,0.045084562022018465
NC_11_2010,11,NC,2010,democrat,131225.0,241471.0,Heath Shuler,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6196128153652896,0.3583248218457601,0.26128799351952947,1.7291931163842178,0.26128799351952947,1.7291931163842178,1.0,0.0,1.0,0.0,51.5,8.4,11.0,43.4,2.5,12.9,25.5,34.1,12.1,86.5,46.8,7.4,6.9,0.5,17.9,17.3,166700,39650,12.4,0.05096297442182861
NC_12_2010,12,NC,2010,democrat,103495.0,162007.0,Melvin L. Watt,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.7155858704370248,0.2844141295629752,0.43117174087404964,2.515999720325355,0.43117174087404964,2.515999720325355,1.0,0.0,1.0,0.0,51.6,12.0,15.4,33.2,2.7,13.4,23.3,53.5,8.1,80.5,61.7,15.1,10.4,2.9,20.3,24.5,127800,36266,18.8,0.12441852105102942
NC_13_2010,13,NC,2010,democrat,116103.0,209202.0,Brad Miller,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6593330990403917,0.3406669009596083,0.31866619808078345,1.9354187248105053,0.31866619808078345,1.9354187248105053,1.0,0.0,1.0,0.0,51.4,11.0,14.9,35.3,2.0,13.2,29.9,37.6,8.7,82.9,52.9,14.9,7.9,1.3,18.4,18.0,159400,43866,11.8,0.12776360260229505
ND_01_2010,1,ND,2010,republican,129802.0,236344.0,Rick Berg,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6197410539391334,0.38025894606086663,0.23948210787826674,1.629786913257614,0.23948210787826674,1.629786913257614,1.0,0.0,0.0,1.0,49.1,12.0,13.2,37.4,2.7,15.5,27.6,29.2,10.0,83.6,7.2,5.1,2.7,0.7,9.8,13.0,123000,48670,8.2,0.025292615450095764
NE_01_2010,1,NE,2010,republican,116871.0,163977.0,Jeff Fortenberry,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.2963891636861731,0.7036108363138269,-0.40722167262765385,0.4212401918636406,0.40722167262765385,2.373942513832368,0.0,1.0,0.0,1.0,50.4,11.3,13.1,36.0,2.2,12.8,28.2,37.8,10.5,82.0,43.3,10.2,4.7,0.5,10.1,13.1,133600,49602,8.4,0.06425047303809454
NE_02_2010,2,NE,2010,republican,93840.0,154326.0,Lee Terry,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.4807343261387741,0.5192656738612259,-0.038531347722451814,0.9257964666989535,0.038531347722451814,1.0801510223576773,0.0,1.0,0.0,1.0,50.7,10.3,15.4,33.4,2.3,13.3,36.2,31.0,10.5,81.2,51.2,12.4,5.6,0.9,12.2,13.5,146600,52306,10.1,0.08713505815333492
NE_03_2010,3,NE,2010,republican,117275.0,167243.0,Adrian Smith,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.2312597605413847,0.7687402394586154,-0.5374804789172307,0.3008295242932114,0.5374804789172307,3.324141812042769,0.0,1.0,0.0,1.0,50.3,8.6,10.8,40.5,2.2,13.2,20.9,28.2,10.9,86.3,81.6,8.2,3.5,0.3,12.4,12.1,94800,43757,8.9,0.04238745932714409
NH_01_2010,1,NH,2010,republican,121655.0,225124.0,Frank C. Guinta,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.517597462984748,0.45864002135692766,0.058957441627820295,1.1285484015402525,0.058957441627820295,1.1285484015402525,1.0,0.0,0.0,1.0,51.3,9.1,11.3,41.4,3.4,10.9,32.9,34.8,11.1,85.0,19.6,7.7,5.3,1.1,12.0,7.7,245900,61948,8.4,0.05688087865112117
NH_02_2010,2,NH,2010,republican,108610.0,224663.0,Charles Bass,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5644174720911066,0.4142414025623736,0.15017606952873302,1.3625327371908957,0.15017606952873302,1.3625327371908957,1.0,0.0,0.0,1.0,50.4,9.6,10.5,41.1,3.1,11.6,32.6,31.1,11.2,86.6,21.0,7.8,5.6,0.7,10.2,8.9,239700,59729,8.2,0.054979934505458676
NJ_01_2010,1,NJ,2010,democrat,106334.0,168267.0,Robert E. Andrews,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.7239976574308188,0.25950967361839267,0.4644879838124261,2.78986770449048,0.4644879838124261,2.78986770449048,1.0,0.0,1.0,0.0,51.5,9.6,13.3,37.3,2.6,11.9,25.5,42.0,9.4,88.4,43.6,16.3,9.0,6.7,11.9,11.6,214200,58089,8.8,0.08844553139939298
NJ_02_2010,2,NJ,2010,republican,109460.0,167120.0,Frank A. LoBiondo,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.3908580282781329,0.5905692602961633,-0.19971123201803043,0.6618326664718756,0.19971123201803043,1.5109559419767546,0.0,1.0,0.0,1.0,50.8,9.0,11.3,40.3,2.3,11.5,22.5,38.3,8.7,90.0,52.3,18.1,8.1,3.7,12.7,12.5,235300,55993,9.2,0.11893684498607467
NJ_03_2010,3,NJ,2010,republican,110215.0,220309.0,Jon Runyan,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5207629134430006,0.4792370865569994,0.041525826886001205,1.086649860895234,0.041525826886001205,1.086649860895234,1.0,0.0,0.0,1.0,52.1,7.2,10.7,42.9,1.8,9.5,33.6,17.1,10.9,90.9,27.5,12.1,5.9,3.2,8.2,6.3,273700,70743,3.5,0.09526487712982226
NJ_04_2010,4,NJ,2010,republican,129752.0,186938.0,Christopher H. Smith,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.32632743001980097,0.6621149498778344,-0.3357875198580334,0.49285615749955664,0.3357875198580334,2.0289895637570474,0.0,1.0,0.0,1.0,51.1,8.2,11.3,39.7,1.8,10.2,29.4,20.0,9.4,91.6,50.0,17.7,6.7,3.8,9.9,10.5,302000,64265,5.7,0.14190108713842306
NJ_05_2010,5,NJ,2010,republican,124030.0,190993.0,Scott Garrett,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.42404540997453133,0.5587349153902662,-0.13468950541573488,0.7589384487961403,0.13468950541573488,1.317629910022666,0.0,1.0,0.0,1.0,51.6,6.8,9.0,42.6,1.3,8.6,44.0,15.6,6.9,93.5,19.6,20.7,6.5,7.8,8.6,4.9,425900,90587,2.7,0.18455236397852046
NJ_06_2010,6,NJ,2010,democrat,81933.0,149662.0,"Frank Pallone, Jr.",-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6694916291614472,0.31610065408014626,0.35339097508130096,2.117969768552582,0.35339097508130096,2.117969768552582,1.0,0.0,1.0,0.0,50.8,12.3,14.3,35.7,2.1,11.4,35.9,33.8,6.1,86.4,46.5,31.4,7.1,9.6,15.7,10.3,344500,69417,5.1,0.32027445860302317
NJ_07_2010,7,NJ,2010,republican,105084.0,176986.0,Leonard Lance,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.42221305153774336,0.5021885613000122,-0.07997550976226886,0.8407460545193686,0.07997550976226886,1.1894197952218433,0.0,1.0,0.0,1.0,50.8,6.5,10.9,41.4,1.6,8.3,47.7,17.0,6.7,91.6,30.0,27.2,5.9,7.4,8.6,4.4,408900,94843,2.7,0.25501758780778666
NJ_08_2010,8,NJ,2010,democrat,88478.0,141208.0,"Bill Bascrell, Jr.",-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.7111114087487611,0.2817452876519068,0.4293661210968543,2.5239513841570664,0.4293661210968543,2.5239513841570664,1.0,0.0,1.0,0.0,51.6,9.9,12.8,37.4,1.8,11.3,33.9,21.5,4.3,91.5,61.4,45.4,6.0,13.2,16.3,13.4,379900,60473,9.4,0.41032027713429536
NJ_09_2010,9,NJ,2010,democrat,83564.0,137626.0,Steven R. Rothman,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.675266319762378,0.31044062800098265,0.3648256917613954,2.1751866825892407,0.3648256917613954,2.1751866825892407,1.0,0.0,1.0,0.0,51.6,8.4,14.9,38.8,1.6,12.1,35.5,29.0,4.4,91.5,41.9,50.3,6.4,17.6,18.8,9.4,389100,61224,6.0,0.5697904431488121
NJ_10_2010,10,NJ,2010,democrat,95299.0,111877.0,Donald M. Payne,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.9892428678700529,0.010757132129947087,0.9784857357401058,91.96158008658008,0.9784857357401058,91.96158008658008,1.0,0.0,1.0,0.0,53.3,10.4,13.7,34.9,2.5,12.8,22.5,55.8,4.9,86.3,65.2,33.9,12.3,20.0,19.8,20.1,297900,45313,15.7,0.3702965054329309
NJ_11_2010,11,NJ,2010,republican,122149.0,181800.0,Rodney P. Frelinghuysen,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.3700624649531187,0.6184421579750401,-0.24837969302192142,0.5983784581646424,0.24837969302192142,1.6711831556691041,0.0,1.0,0.0,1.0,51.2,7.1,9.9,41.3,1.3,9.8,48.9,14.7,6.5,91.9,32.6,23.1,5.8,4.0,8.2,5.4,444200,93514,2.1,0.2176183597263485
NJ_12_2010,12,NJ,2010,democrat,108214.0,204002.0,Rush D. Holt,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6311845543341565,0.35317038842226667,0.2780141659118899,1.7871955719557195,0.2780141659118899,1.7871955719557195,1.0,0.0,1.0,0.0,51.1,7.9,10.8,40.7,1.7,9.5,48.9,27.7,6.5,89.6,18.7,26.8,6.1,10.5,7.9,5.6,384700,86685,3.8,0.2747414218434627
NJ_13_2010,13,NJ,2010,democrat,62840.0,84796.0,Albio Sires,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.7535507940382966,0.21742940664651056,0.536121387391786,3.4657262127537063,0.536121387391786,3.4657262127537063,1.0,0.0,1.0,0.0,49.9,10.3,21.2,33.3,2.9,13.7,29.7,36.2,2.6,87.0,67.1,64.4,8.2,34.1,26.3,19.5,334300,49264,14.0,0.7104552293383698
NM_01_2010,1,NM,2010,democrat,112010.0,216225.0,Martin Heinrich,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5565444710733843,0.4434555289266157,0.11308894214676862,1.2550175491565083,0.11308894214676862,1.2550175491565083,1.0,0.0,1.0,0.0,51.0,10.4,14.3,36.3,3.4,13.1,30.4,42.3,10.8,85.0,74.5,33.3,5.6,2.2,17.6,18.0,187600,46811,11.7,0.1302114492006189
NM_02_2010,2,NM,2010,republican,94053.0,169761.0,Steve Pearce,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5595805693753455,0.4404194306246545,0.11916113875069101,1.2705628554618553,0.11916113875069101,1.2705628554618553,1.0,0.0,0.0,1.0,50.3,10.3,12.4,36.7,2.0,13.0,18.8,41.7,12.7,84.5,87.6,41.1,6.2,0.4,20.4,22.7,115800,36439,15.9,0.13286618021439092
NM_03_2010,3,NM,2010,democrat,120048.0,210665.0,Ben Ray Lujan,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5674141097172287,0.30471613815618204,0.2626979715610467,1.8621071832644487,0.2626979715610467,1.8621071832644487,1.0,0.0,1.0,0.0,50.3,9.2,11.6,37.4,2.7,13.2,25.3,45.3,11.4,85.9,75.3,35.5,5.2,0.7,20.9,20.8,168200,43179,11.7,0.07003735014478427
NV_01_2010,1,NV,2010,democrat,103246.0,167206.0,Shelley Berkley,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6764749565354138,0.2832274748604328,0.39324748167498097,2.3884510387587334,0.39324748167498097,2.3884510387587334,1.0,0.0,1.0,0.0,49.6,10.0,14.6,33.9,2.6,15.9,16.6,49.0,9.5,74.4,69.9,37.9,10.4,5.5,27.3,19.7,144600,43916,14.7,0.3235102218355807
NV_02_2010,2,NV,2010,republican,169458.0,267708.0,Dean Heller,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.41438455935906776,0.5182416848749697,-0.10385712551590193,0.7995971212910857,0.10385712551590193,1.250629815156575,0.0,1.0,0.0,1.0,49.1,9.4,12.6,39.0,2.9,14.4,22.0,34.5,14.0,77.5,60.2,19.5,9.2,2.1,21.0,15.1,193000,49352,9.1,0.13572274433040976
NV_03_2010,3,NV,2010,republican,128916.0,267874.0,Joseph John Heck,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.47428904668793526,0.4229128789178187,0.051376167770116554,1.121481681762877,0.051376167770116554,1.121481681762877,1.0,0.0,0.0,1.0,49.8,8.6,15.4,36.4,3.0,12.3,25.0,26.4,10.6,76.3,44.1,28.8,8.4,2.7,20.4,11.1,186300,57239,6.9,0.2492124890525384
NY_01_2010,1,NY,2010,democrat,98316.0,202007.0,Timothy H. Bishop,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.43518592440200204,0.307169834495041,0.12801608990696106,1.4167599664120918,0.12801608990696106,1.4167599664120918,1.0,0.0,1.0,0.0,51.0,9.1,11.4,39.9,2.2,8.6,34.0,17.3,8.7,92.1,44.5,15.3,4.8,4.0,9.8,7.1,381400,80674,5.0,0.11079933119810276
NY_02_2010,2,NY,2010,democrat,94594.0,174490.0,Steve Israel,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.48714525338438863,0.2376950576913302,0.24945019569305843,2.0494547009765487,0.24945019569305843,2.0494547009765487,1.0,0.0,1.0,0.0,50.7,8.2,11.1,39.6,1.4,7.1,33.9,27.1,6.8,93.3,63.5,26.7,6.2,7.4,11.0,5.2,416400,84909,5.0,0.24469326806279854
NY_03_2010,3,NY,2010,republican,131674.0,185768.0,Peter T. King,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,republican,0.29182080121871656,0.46620902362199806,-0.1743882224032815,0.6259441289907864,0.1743882224032815,1.5975866753671868,0.0,1.0,0.0,1.0,51.2,7.7,10.3,42.6,1.2,8.3,37.2,16.9,7.6,94.6,40.5,19.1,4.6,11.0,8.1,4.6,440800,92064,3.2,0.16523190426756212
NY_04_2010,4,NY,2010,democrat,94483.0,176253.0,Carolyn McCarthy,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5081618168914124,0.28269748383036275,0.22546433306104963,1.7975463028752785,0.22546433306104963,1.7975463028752785,1.0,0.0,1.0,0.0,51.8,9.6,11.7,39.5,1.5,8.0,36.1,22.8,5.9,92.2,64.2,33.3,6.3,17.0,13.5,7.5,433500,82102,5.2,0.3413012769577745
NY_05_2010,5,NY,2010,democrat,72239.0,120926.0,Gary L. Ackerman,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.514346254033669,0.2283882819486023,0.2859579720850667,2.252069369081817,0.2859579720850667,2.252069369081817,1.0,0.0,1.0,0.0,50.4,9.3,13.6,40.0,1.5,9.1,37.2,29.7,3.6,89.1,32.4,64.4,6.2,42.1,17.9,13.1,594200,61429,10.9,0.9256321411185247
NY_06_2010,6,NY,2010,democrat,85096.0,111573.0,Gregory W. Meeks,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6712117754450023,0.32878822455499773,0.3424235508900046,2.041471455838973,0.3424235508900046,2.041471455838973,1.0,0.0,1.0,0.0,53.2,11.3,13.7,36.9,1.5,8.3,22.6,37.2,3.6,90.0,76.9,35.9,8.2,43.7,16.8,14.9,421400,55769,20.3,0.7960220025510204
NY_07_2010,7,NY,2010,democrat,71247.0,97971.0,Joseph Crowley,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6028846306413993,0.2598759196280762,0.3430087110133231,2.319894169125878,0.3430087110133231,2.319894169125878,1.0,0.0,1.0,0.0,52.0,9.0,16.2,36.9,2.6,13.2,24.1,38.7,4.1,89.9,56.3,61.7,6.6,57.3,18.7,18.3,418400,45918,17.7,0.7113273533888151
NY_08_2010,8,NY,2010,democrat,98839.0,143126.0,Jerrold Nadler,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6008371670582661,0.2108634272513673,0.38997373980689876,2.8494138357241847,0.38997373980689876,2.8494138357241847,1.0,0.0,1.0,0.0,51.3,9.6,19.7,36.7,3.4,19.4,54.7,15.9,2.9,85.0,14.7,48.1,5.6,52.7,10.0,18.3,752800,63146,12.3,0.5117511219747641
NY_09_2010,9,NY,2010,democrat,67011.0,117613.0,Anthony D. Weiner,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.5224651597971143,0.4061998325700497,0.11626532722706456,1.2862269206056711,0.11626532722706456,1.2862269206056711,1.0,0.0,1.0,0.0,52.0,8.0,14.0,40.3,1.4,12.3,37.6,13.4,3.8,91.1,22.9,55.0,6.1,47.9,11.3,12.7,512800,54716,10.8,0.7258509954184866
NY_10_2010,10,NY,2010,democrat,95485.0,119872.0,Edolphus Towns,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6779564698528158,0.28023133313807863,0.39772513671473714,2.419274326896078,0.39772513671473714,2.419274326896078,1.0,0.0,1.0,0.0,54.1,11.9,16.1,32.3,1.9,11.2,25.1,47.9,2.5,90.6,77.9,32.3,6.7,60.8,12.7,26.3,495100,41602,24.4,0.43363314595044766
NY_11_2010,11,NY,2010,democrat,104297.0,124914.0,Yvette D. Clarke,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6850355862642216,0.2132794777217864,0.47175610854243516,3.211915152745357,0.47175610854243516,3.211915152745357,1.0,0.0,1.0,0.0,54.9,10.9,17.1,33.9,2.6,11.9,32.2,35.1,2.1,89.1,74.5,30.7,7.9,68.7,15.5,21.6,581300,45070,21.5,0.6451243697393308
NY_12_2010,12,NY,2010,democrat,68624.0,86753.0,Nydia M. Velazquez,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.6356395259350469,0.2479990764968447,0.3876404494382022,2.5630721489526764,0.3876404494382022,2.5630721489526764,1.0,0.0,1.0,0.0,50.1,11.2,22.3,32.9,3.2,12.2,28.6,41.7,2.2,88.9,50.5,65.0,7.1,62.9,21.2,24.4,593400,41891,23.5,0.6673588879015472
NY_13_2010,13,NY,2010,democrat,60773.0,131426.0,Michael E. McMahon,-2.6226415094339623,9.824324324324325,-12.446965833758288,-0.26695388129038955,democrat,0.4789023153173996,0.2778069441725543,0.20109537114484527,1.7238673307602377,0.20109537114484527,1.7238673307602377,1.0,0.0,1.0,0.0,51.3,8.6,13.6,39.2,1.6,9.8,29.0,24.5,5.5,94.1,18.2,39.4,5.2,37.1,9.2,12.4,481200,60445,10.8,0.3788176402863293
